"230","806, Fayette St. Bastrop, TX, 78602","No_Match"
"162","301 Hwy 71 W, Bastrop, TX, 78602","Match","Exact","301 HWY 71 W, BASTROP, TX, 78602","-97.334728258613,30.106899299046","45500349","L","48","021","950403","2004"
"163","104 Loop 150, Bastrop, TX, 78602","Match","Exact","104 LOOP 150, BASTROP, TX, 78602","-97.329141331888,30.105370308357","649009524","L","48","021","950401","3048"
"164","275 Jackson St., Bastrop, TX, 78602","Match","Exact","275 JACKSON ST, BASTROP, TX, 78602","-97.307379588104,30.102406136824","657939597","L","48","021","950403","3003"
"165","808 SE Martin Luther King Drive, Smithville, TX, 78957","No_Match"
"166","104 Loop 150 W, Bastrop, TX, 78602","Match","Non_Exact","104 LOOP 150, BASTROP, TX, 78602","-97.329141331888,30.105370308357","649009524","L","48","021","950401","3048"
"167","Estación Bastrop: 310 Hospital Dr, Bastrop, TX, 78602","Match","Non_Exact","310 HOSPITAL DR, BASTROP, TX, 78602","-97.329788196522,30.107033063842","649008631","L","48","021","950401","3044"
"168","1602 Hill Street, Bastrop, TX, 78602","Match","Exact","1602 HILL ST, BASTROP, TX, 78602","-97.315174099078,30.117003996884","45466785","L","48","021","950401","1021"
"169","2402 Main St, Bastrop, TX, 78602","Match","Exact","2402 MAIN ST, BASTROP, TX, 78602","-97.32045723826,30.128424657845","45464160","L","48","021","950401","4014"
"60","1007 E 41st St., Austin, TX, 78751","Match","Exact","1007 E 41ST ST, AUSTIN, TX, 78751","-97.720136142284,30.298550430798","63945926","R","48","453","000302","1012"
"61","6711 Johnny Morris Rd., Austin, TX, 78724","Match","Exact","6711 JOHNNY MORRIS RD, AUSTIN, TX, 78724","-97.648051929391,30.300379483019","642469466","R","48","453","002220","1027"
"62","5811 Palo Blanco Lane, Austin, TX, 78744","No_Match"
"63","7500 Blessing Avenue, Austin, TX, 78752","Match","Exact","7500 BLESSING AVE, AUSTIN, TX, 78752","-97.69306280548,30.332027518138","649480854","L","48","453","043300","1009"
"64","211 Comal Street, Austin, TX, 78702","Match","Exact","211 COMAL ST, AUSTIN, TX, 78702","-97.72811629403,30.259538455721","63947143","R","48","453","000902","4053"
"65","1200 Montopolis Drive, Austin, TX, 78741","Match","Exact","1200 MONTOPOLIS DR, AUSTIN, TX, 78741","-97.698902033918,30.232319627812","63949277","R","48","453","002325","3014"
"66","3000 S. I-35 Frontage Road, Austin, TX, 78704","No_Match"
"67","1111 Fairfield Dr, Austin, TX, 78758","Match","Exact","1111 FAIRFIELD DR, AUSTIN, TX, 78758","-97.708738407205,30.358888695117","63931963","L","48","453","040100","3009"
"68","1005 E 40th St, Austin, TX, 78751","Match","Exact","1005 E 40TH ST, AUSTIN, TX, 78751","-97.720140720548,30.297354389831","63946181","R","48","453","000302","1015"
"69","209 W. 27th Street, Austin, TX, 78705","Match","Exact","209 W 27TH ST, AUSTIN, TX, 78705","-97.739080017072,30.291781699937","63945653","L","48","453","000601","2004"
"170","1602 Hill Street, Bastrop, TX, 78602","Match","Exact","1602 HILL ST, BASTROP, TX, 78602","-97.315174099078,30.117003996884","45466785","L","48","021","950401","1021"
"171","1602 Hill Street, Bastrop, TX, 78602","Match","Exact","1602 HILL ST, BASTROP, TX, 78602","-97.315174099078,30.117003996884","45466785","L","48","021","950401","1021"
"172","1100 Church Street, Bastrop, TX, 78602","Match","Exact","1100 CHURCH ST, BASTROP, TX, 78602","-97.321322913838,30.112137160125","45466880","L","48","021","950401","1007"
"173","507 Main St, Smithville, TX, 78957","Match","Exact","507 MAIN ST, SMITHVILLE, TX, 78957","-97.158641966876,30.010283503298","45469011","L","48","021","950700","2026"
"174","404 N. Main Street, Elgin, TX, 78621","Match","Exact","404 N MAIN ST, ELGIN, TX, 78621","-97.371673529343,30.350535606091","45461176","L","48","021","950202","2001"
"175","1501 W. US Highway 290, Elgin, TX, 78621","Match","Non_Exact","1501 US HWY 290, ELGIN, TX, 78621","-97.404131293349,30.352226324199","45500350","R","48","021","950202","2016"
"176","1201 Pine St, Bastrop, TX, 78602","Match","Exact","1201 PINE ST, BASTROP, TX, 78602","-97.313731255959,30.109482504456","45476374","L","48","021","950401","3013"
"177","3809 Loop 150 E, Bastrop, TX, 78602","No_Match"
"178","218 S Main St, Elgin, TX, 78621","Match","Exact","218 S MAIN ST, ELGIN, TX, 78621","-97.369745497442,30.345815269193","45461229","L","48","021","950202","3013"
"179","53 Loop 150 West, Bastrop, TX, 78602","Match","Non_Exact","53 LOOP 150, BASTROP, TX, 78602","-97.328932709373,30.10552848448","649009525","R","48","021","950401","3042"
"70","1503 S. I-35 Frontage Rd, Austin, TX, 78741","Match","Non_Exact","1503 S I- 35 SVC RD, AUSTIN, TX, 78741","-97.735047607669,30.24322360008","642469883","L","48","453","001403","2014"
"71","813 E. 8th Street, Austin, TX, 78702","Match","Exact","813 E 8TH ST, AUSTIN, TX, 78702","-97.733398227215,30.267408392177","63946655","R","48","453","000901","2013"
"72","4550 Mueller Blvd., Austin, TX, 78723","Match","Exact","4550 MUELLER BLVD, AUSTIN, TX, 78723","-97.707118794819,30.297524012531","641270374","L","48","453","000309","3022"
"73","500 E 7th Street, Austin, TX, 78701","Match","Non_Exact","500 W 7TH ST, AUSTIN, TX, 78701","-97.747043829002,30.270325892098","63943355","R","48","453","001101","2032"
"74","821 Gunter Street, Austin, TX, 78702","Match","Exact","821 GUNTER ST, AUSTIN, TX, 78702","-97.701511530882,30.259361030684","63948110","R","48","453","000902","1000"
"75","505 Barton Springs Rd., Austin, TX, 78704","Match","Exact","505 BARTON SPRINGS RD, AUSTIN, TX, 78704","-97.749273200861,30.258445516251","63944822","L","48","453","001311","1007"
"76","505 Barton Springs Road, Austin, TX, 78704","Match","Exact","505 BARTON SPRINGS RD, AUSTIN, TX, 78704","-97.749273200861,30.258445516251","63944822","L","48","453","001311","1007"
"77","4800 Manor Rd., Austin, TX, 78723","Match","Exact","4800 MANOR RD, AUSTIN, TX, 78723","-97.688969858832,30.295253553201","649002683","L","48","453","000308","1001"
"78","4613 Tannehill Lane, Austin, TX, 78721","Match","Exact","4613 TANNEHILL LN, AUSTIN, TX, 78721","-97.671640940227,30.283868510119","63951731","R","48","453","002110","2001"
"79","4613 Tannehill Ln, Austin, TX, 78721","Match","Exact","4613 TANNEHILL LN, AUSTIN, TX, 78721","-97.671640940227,30.283868510119","63951731","R","48","453","002110","2001"
"180","4920 North I-35, Austin, TX, 78751","No_Match"
"181","804 Pecan Street, Bastrop, TX, 78602","Match","Exact","804 PECAN ST, BASTROP, TX, 78602","-97.317556188746,30.108534978889","45466965","L","48","021","950401","3017"
"182","104 Loop 150, Bastrop, TX, 78602","Match","Exact","104 LOOP 150, BASTROP, TX, 78602","-97.329141331888,30.105370308357","649009524","L","48","021","950401","3048"
"183","361 N. Hwy 95, Elgin, TX, ","Match","Non_Exact","361 STATE HWY 95 N, ELGIN, TX, 78621","-97.384902056655,30.353066514934","45460546","R","48","021","950202","2013"
"184","804 Pine Street, Bastrop, TX, 78602","Match","Exact","804 PINE ST, BASTROP, TX, 78602","-97.318615324832,30.109516913468","45466945","R","48","021","950401","3006"
"185","1642 NE Loop 230, Smithville, TX, 78957","Match","Exact","1642 NE LOOP 230, SMITHVILLE, TX, 78957","-97.138522010531,29.99942615626","639633358","L","48","021","950700","4001"
"186","806 Water St., Bastrop, TX, 78602","Match","Exact","806 WATER ST, BASTROP, TX, 78602","-97.318787214765,30.108545678993","45466964","L","48","021","950401","3009"
"187","2900 West Pecan Street, Pflugerville, TX, 78660","Match","Exact","2900 W PECAN ST, PFLUGERVILLE, TX, 78660","-97.658127379196,30.449882849435","64116768","R","48","453","046500","2023"
"188","15822 Foothill Farms Loop, Pflugerville, TX, 78660","Match","Exact","15822 FOOTHILL FARMS LOOP, PFLUGERVILLE, TX, 78660","-97.652194443577,30.44776622102","657256683","L","48","453","042600","2012"
